v1,v2
ham,living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte
spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599
ham,ah well that confuses things doesnt it
spam,500 free text msgs just text ok to 80488 and well credit your account
ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply
ham,dear how you are you ok
spam,you have been selected to stay in 1 of 250 top british hotels  for nothing holiday worth 350 to claim call london 02072069400 bx 526 sw73ss
ham,yes princess i want to make you happy
ham,sounds like you have many talents would you like to go on a dinner date next week
ham,i am going to film 2day da at 6pm sorry da
ham,we not watching movie already xy wants 2 shop so im shopping w her now
ham,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss
ham,yesterday its with me only  now am going home
spam,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
ham,you have come into my life and brought the sun shiny down on me warming my heart putting a constant smile on my face  making me feel loved and cared for
ham,no shit but i wasnt that surprised so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didnt let him fuck me
spam,0anetworks allow companies to bill for sms so they are responsible for their suppliers
ham,great comedycant stop laughing da
spam,freemsgfeelin kinda lnly hope u like 2 keep me company jst got a cam moby wanna c my pictxt or reply date to 82242 msg150p 2rcv hlp 08712317606 stop to 82242
ham,alright were all set here text the man
ham,hi  where are you were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you
ham,sleeping nt feeling well
ham,u will switch your fone on dammit
ham,india have to take lead
ham,ill post her out l8r in class
ham,thts wat wright brother did to fly
ham,evening  v good if somewhat event laden will fill you in dont you worry  head  ok but throat  wrecked see you at six then
ham,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear
ham,its a laptop take it with you
ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
ham,i wan but too early lei me outside now wun b home so early neva mind then
spam,for ur chance to win a 250 cash every wk txt action to 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
ham,i was at bugis juz now wat but now im walking home oredi  so late then reply i oso saw a top dat i like but din buy where r  now 
ham,wishing you and your family merry x mas and happy new year in advance
ham,at 7 we will go ok na
ham,yes i posted a couple of pics on fb theres still snow outside too im just waking up 
ham,sif we have one good partnership going we will take lead
spam,rgent this is the 2nd attempt to contact uu have won 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary max7 50
ham,yeah wheres your class at
ham,no just send to you bec you in temple na
ham,you arent coming home between class right i need to work out and shower
spam,hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls1minmobsmorelkpobox177hp51fl
ham,s but mostly not like that
ham, v ma fan
ham,dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor
ham,guess who spent all last night phasing in and out of the fourth dimension
ham,so now my dad is gonna call after he gets out of work and ask all these crazy questions
ham,yesbut they said its it
ham,very hurting n meaningful lines ever i compromised everything for my love
ham,lmaonice 1
ham,glad to see your reply
spam,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001295 from land line claim a21 valid 12hrs only
spam,monthly password for wap mobsicom is 391784 use your wap phone not pc
ham,nah dub but je still buff
ham,painful words i thought being happy was the most toughest thing on earth but
ham,yeah thats fine its 6 to get in is that ok 
ham,lol where do u come up with these ideas
ham,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends shjas
ham,today is song dedicated day which song will u dedicate for me send this to all ur valuable frnds but first rply me
ham,okay we wait ah
ham,y lei
ham,hi babe u r most likely to be in bed but im so sorry about tonight i really wanna see u tomorrow so call me at 9 love me xxx
ham,already am squatting is the new way of walking
ham,do you want bold 2 or bb torch
ham,cramps stopped going back to sleep
spam,todays vodafone numbers ending with 0089my last four digits are selected to received a 350 award if your number matches please call 09063442151 to claim your 350 award
spam,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870
ham,nan sonathaya soladha why boss
ham,bring tat cd don forget
spam,sunshine quiz wkly q win a top sony dvd player if u know which country the algarve is in txt ansr to 82277 150 sptyrone
ham,i dont know but im raping dudes at poker
ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god
ham,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans
ham, eatin later but im eatin wif my frens now lei  going home first 
ham,finish already yar they keep saying i mushy i so embarrassed ok
ham,sorry man my stash ran dry last night and i cant pick up more until sunday
ham,hai priya are you right what doctor said pa where are you
spam,free msg sorry a service you ordered from 81303 could not be delivered as you do not have sufficient credit please top up to receive the service
ham,ok
ham,please ask mummy to call father
ham,can come my room but cannot come my house cos my house still messy haha
ham,i have lost 10 kilos as of today
ham,just taste fish curry p
ham,what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp dont worry
ham,yun ahnow  wkg wherebtw if  go nus sc  wana specialise in wad
ham,yes i am a one woman man please tell me your likes and dislikes in bed
ham,was doing my test earlier i appreciate you will call you tomorrow
ham,hows my loverboy doing  what does he do that keeps him from coming to his queen hmmm  doesnt he ache to speak to me  miss me desparately 
ham,u meet other fren dun wan meet me ah muz b a guy rite
ham,no promises on when though havent even gotten dinner yet
ham,i got your back do you have any dislikes in bed
ham,o turns out i had stereo love on mi phone under the unknown album
spam,hard live 121 chat just 60pmin choose your girl and connect live call 09094646899 now cheap chat uks biggest live service vu bcm1896wc1n3xx
ham,yeah i dont see why not
ham,asking do u knw them or nt may be ur frnds or classmates
ham,sorry about earlier putting out firesare you around to talk after 9 or do you actually have a life lol
spam,wow the boys r back take that 2007 uk tour win vip tickets  prebook with vip club txt club to 81303 trackmarque ltd infovipclub4u
ham,as in missionary hook up doggy hook up standing
ham,then u better go sleep dun disturb u liao u wake up then msg me lor
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose
ham,am watching house  very entertaining  am getting the whole hugh laurie thing  even with the stick  indeed especially with the stick
ham,thought praps you meant another one goodo ill look tomorrow 
ham,hi jon pete here ive bin 2 spain recently  hav sum dinero left bill said u or ur rents mayb interested in it i hav 12000pes so around 48 tb james
